West Africa,Guinea-bissau,Cadre Harmonisé,"1,888,429",Nov 2016,"1,142,909",61%,Oct - Dec 2016,"821,057",72%,"255,649",22%,"66,203",6%,0,0%,0 ,0%,"66,203",6%,"1,142,909",61%, Jun - Aug 2017,"872,398",76%,"226,317",20%,"44,194",4%,0,0%,0 ,0%,"44,194",4%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2022
Latin America and Caribbean,Haiti,IPC,"11,263,000",Oct 2019,"10,450,082",93%,Oct 2019 - Feb 2020,"3,537,010",34%,"3,239,874",31%,"2,627,469",25%,"1,045,658",10%,0 ,0%,"3,673,127",35%,"10,450,082",93%,Mar - Jun  2020,"3,546,777",34%,"2,799,105",27%,"2,897,997",28%,"1,203,283",12%,0 ,0%,"4,101,280",39%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152203/,
Latin America and Caribbean,Haiti,IPC,"11,112,945",Dec 2018,"6,977,934",63%,Oct 2018 - Feb 2019,"2,302,431",33%,"2,416,519",35%,"1,872,616",27%,"386,365",6%,0 ,0%,"2,258,981",32%,"6,977,934",63%,Mar - Jun 2019,"1,938,388",28%,"2,414,258",35%,"2,054,161",29%,"571,129",8%,0 ,0%,"2,625,290",38%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151865/,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\LAC\Haiti\Communication templates\2018
Latin America and Caribbean,Haiti,IPC,"10,906,004",Oct 2017,"7,425,945",68%,Oct 2017 - Fev 2018,"3,011,451",41%,"3,092,718",42%,"1,188,918",16%,"132,858",2%,0 ,0%,"1,321,776",18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1068538/?iso3=HTI,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\LAC\Haiti\Communication templates\2017\Acute
Latin America and Caribbean,Haiti,IPC,"10,906,004",Jan 2017,"7,555,113",69%,Feb - May 2017,"1,732,455",23%,"3,475,555",46%,"1,689,421",22%,"657,682",9%,0 ,0%,"2,347,103",31%,"7,555,113",69%,Jun - Sep 2017,"1,250,456",17%,"2,303,078",30%,"379,780",5%,0,0%,0 ,0%,"379,780",5%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1026153/?iso3=HTI,
Latin America and Caribbean,Haiti,IPC,"10,906,004",Jul 2016,"8,983,445",82%,Jul - Sep 2016,"5,684,913",63%,"3,298,532",37%,Merged with P2,,Merged with Ph 2,,0 ,0%,,,"10,906,004",100%,Oct - Dec 2016,"7,213,656",66%,"2,749,189",25%,Merged with Ph 2,,Merged with Ph 2,,0 ,0%,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459666/?iso3=HTI,
Latin America and Caribbean,Haiti,IPC,"10,711,000",Apr 2014,"8,575,031",80%,Apr - Jun 2014,"6,648,204",78%,"1,767,642",21%,"159,185",2%,0,0%,0 ,0%,"159,185",2%,"575,955",5%,Jul - Sep 2014,"423,674",74%,"152,281",26%,0,0%,0,0%,0 ,0%,,0%,,,,,,,,,,,,,,,,,
Latin America and Caribbean,Honduras,IPC,"9,569,000",Feb 2019,"1,390,160",15%,Dec 2018 - Feb 2019,"752,411",54%,"391,820",28%,"172,666",12%,"73,262",5%,0 ,0%,"245,928",18%,"1,390,160",15%,Mar - Jun 2019,"708,469",51%,"394,039",28%,"205,607",15%,"82,044",6%,0 ,0%,"287,651",21%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152003/,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\LAC\Honduras\Communication templates\2019
Latin America and Caribbean,Honduras,IPC,"9,377,082",Nov 2018,"125,000",1%,Nov 2018 - Jan 2019,"90,000",72%,"19,000",15%,"14,000",11%,"1,707",1%,0 ,0%,"15,707",13%,"125,000",1%,Feb - Apr 2019,"78,000",62%,"25,000",20%,"20,000",16%,"2,000",2%,0 ,0%,"22,000",18%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151859/?iso3=SLV,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\LAC\Regional\2018
Latin America and Caribbean,Honduras,IPC,"9,377,082",Nov 2018,"1,400,306",15%,Dec 2018 -  Feb 2019,"731,716",52%,"395,532",28%,"224,820",16%,"48,238",3%,0 ,0%,"273,058",19%,"1,400,306",15%,Mar - May 2019,"764,445",55%,"368,452",26%,"218,416",16%,"48,993",3%,0 ,0%,"267,409",19%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151963/,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\LAC\Honduras\Communication templates\2018
Latin America and Caribbean,Honduras,IPC,"9,377,082",Feb 2018,"125,000",1%,Feb - May 2018,"71,000",57%,"54,000",43%,0,0%,0,0%,0 ,0%,0,0%,"125,000",1%,Jun - Aug 2018,"65,000",52%,"47,000",38%,"13,000",10%,0,0%,0 ,0%,"13,000",10%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1111797/?iso3=SLV,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\LAC\Regional\2018
Latin America and Caribbean,Honduras,IPC,"9,230,000",Oct 2016,"4,456,651",48%,Oct 2016 ,"3,369,791",76%,"587,876",13%,"490,232",11%,0,0%,0 ,0%,"490,232",11%,"4,456,651",48%,Nov 2016 - Mar 2017,"3,409,933",77%,"592,087",13%,"445,665",10%,0,0%,0 ,0%,"445,665",10%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1027392/?iso3=HND,
Latin America and Caribbean,Honduras,IPC,"8,960,000",Nov 2015,"785,859",9%,Oct - Nov 2015,"228,643",29%,"484,314",62%,"22,902",3%,0,0%,0 ,0%,"22,902",3%,"785,859",9%,Dec 2015 - Apr 2016,"318,610",41%,"444,347",57%,"22,902",3%,0,0%,0 ,0%,"22,902",3%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459635/?iso3=HND,
Latin America and Caribbean,Honduras,IPC,"8,960,000",May 2014,"771,536",9%,May - Aug 2014,"242,243",31%,"529,293",69%,0,0%,0,0%,0 ,0%,,0%,"771,536",9%,Aug - Nov 2014,"211,492",27%,"513,917",67%,"46,127",6%,0,0%,0 ,0%,"46,127",6%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459583/?iso3=HND,
East and Central Africa,Kenya,IPC,"52,574,000",Jul 2019,"13,700,000",26%,Jul 2019 ,"4,300,000",31%,"6,800,000",50%,"2,300,000",17%,"300,000",2%,0 ,0%,"2,600,000",19%,"13,700,000",26%,Aug - Oct 2019,"3,700,000",27%,"6,800,000",50%,"2,700,000",20%,"400,000",3%,0 ,0%,"3,100,000",23%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Kenya\Communication templates\2019
East and Central Africa,Kenya,IPC,"47,236,000",Jul 2017,"13,626,390",29%,Jul 2017 ,"10,226,390",75%,"800,000",6%,"2,100,000",15%,"500,000",4%,0 ,0%,"2,600,000",19%,"13,626,390",29%,Aug - Oct  2017,"10,226,390",75%,Merged with Ph 1,,"2,900,000",21%,"500,000",4%,0 ,0%,"3,400,000",25%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1036291/?iso3=KEN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Kenya\Communication templates\2017
East and Central Africa,Kenya,IPC,"47,236,000",Feb 2017,"13,881,444",29%,Mar - Aug 2017,"11,281,444",81%,"400,000",3%,"2,200,000",16%,0,0%,0 ,0%,"2,200,000",16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Kenya\Communication templates\2017
East and Central Africa,Kenya,IPC,"47,236,000",Aug 2016,"11,123,392",24%,Sep 2016 – Feb 2017,"9,868,792",89%,Merged with Ph 1,,"1,254,600",11%,Merged with Ph 3,,0 ,0%,"1,254,600",11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1027596/?iso3=KEN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Kenya\Communication templates\2016\Acute Com_Temp
Southern Africa,Lesotho,IPC,"2,293,000",Jun 2019,"1,455,255",63%,May - Sep 2019,"637,217",44%,"469,628",32%,"279,920",19%,"68,481",5%,0 ,0%,"348,401",24%,"1,455,255",63%,Oct 2019 - Mar 2020,"467,271",32%,"553,286",38%,"362,323",25%,"71,087",5%,0 ,0%,"433,410",30%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152093/,
Southern Africa,Lesotho,IPC,"2,272,021",Nov 2018,"1,454,255",64%,Dec 2018 - Feb 2019,"702,789",48%,"477,802",33%,"230,682",16%,"42,953",3%,0 ,0%,"273,635",19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151961/,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Lesotho\Communication templates\2018
Southern Africa,Lesotho,IPC,"2,272,021",Jun 2018,"1,445,426",64%,May –Aug 2018,"935,722",65%,"346,255",24%,"153,973",11%,"7,163",0%,0 ,0%,"161,136",11%,"1,445,426",64%,Dec 2018 - Feb 2019,"702,789",48%,"493,990",34%,"215,999",15%,"41,384",3%,0 ,0%,"257,383",18%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151735/,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Lesotho\Communication templates\2018
Southern Africa,Lesotho,IPC,"1,951,688",Jul 2017,"1,413,916",72%,Jul - Sep 2017,"962,165",68%,"272,708",19%,"125,772",9%,"53,270",4%,0 ,0%,"179,042",13%,"1,413,916",72%,Oct 2017 - Mar 2018,"886,304",63%,"320,998",23%,"144,270",10%,"80,394",6%,0 ,0%,"224,664",16%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1118553/?iso3=LSO,
Southern Africa,Lesotho,IPC,"1,942,008",May 2016,"1,412,131",73%,Apr - Jun 2016,"614,390",44%,"483,046",34%,"195,099",14%,"119,596",8%,0 ,0%,"314,695",22%,"1,412,131",73%,Jul - Oct 2016,"429,958",30%,"470,253",33%,"357,937",25%,"152,320",11%,0 ,0%,"510,257",36%,"1,412,131",73%,Nov 2016 - Mar 2017,"647,939",46%,"418,150",30%,"230,618",16%,"114,951",8%,0 ,0%,"345,569",24%,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459650/?iso3=LSO,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Lesotho\Communication templates\2016\Acute Com_Temp
West Africa,Liberia,Cadre Harmonisé,"4,978,000",Mar 2019,"4,349,564",87%,Mar - May 2019,"3,596,680",83%,"723,382",17%,"29,502",1%,0,0%,0 ,0%,"29,502",1%,"4,349,564",87%,Jun - Aug 2019,"3,501,851",81%,"806,301",19%,"41,411",1%,0,0%,0 ,0%,"41,411",1%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2022
West Africa,Liberia,Cadre Harmonisé,"4,853,516",Nov 2018,"4,349,564",90%,Oct - Dec 2018,"3,976,527",91%,"355,837",8%,"17,200",0%,0,0%,0 ,0%,"17,200",0%,"4,349,564",90%, Jun- Aug 2019,"3,798,933",87%,"512,233",12%,"38,397",1%,0,0%,0 ,0%,"38,397",1%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2021
West Africa,Liberia,Cadre Harmonisé,"4,853,516",Mar 2018,"4,243,477",87%,Mar - May 2018,Only projection analysis conducted,,,,Only projection analysis conducted,,,,Only projection analysis conducted,,,,"4,243,477",87%,Jun - Aug 2018,"3,573,781",84%,"626,208",15%,"43,489",1%,0,0%,0 ,0%,"43,489",1%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2027
West Africa,Liberia,Cadre Harmonisé,"4,713,125",Oct 2017,"4,243,477",90%,Oct - Dec 2017,"3,715,566",88%,"499,125",12%,"28,786",1%,0,0%,0 ,0%,"28,786",1%,"4,243,477",90%, Jun - Aug 2018,"3,573,781",84%,"626,208",15%,"43,489",1%,0,0%,0 ,0%,"43,489",1%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2024
West Africa,Liberia,Cadre Harmonisé,"4,713,125",Mar 2017,"4,197,432",89%,Mar - May 2017,"3,979,647",95%,"203,885",5%,"13,900",0%,0,0%,0 ,0%,"13,900",0%,"4,197,432",89%,Jun - Aug 2017,"3,641,375",87%,"387,989",9%,"15,434",0%,0,0%,0 ,0%,"15,434",0%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2018
West Africa,Liberia,Cadre Harmonisé,"4,615,222",Nov 2016,"4,197,432",91%,Oct - Dec 2016,"3,373,391",80%,"769,845",18%,"51,426",1%,"1,534",0%,0 ,0%,"52,960",1%,"4,197,432",91%,Jun - Aug 2017,"3,268,439",78%,"868,143",21%,"58,452",1%,"1,534",0%,0 ,0%,"59,986",1%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2023
Southern Africa,Madagascar,IPC,"26,969,000",Jun 2019,"3,562,187",13%,Jun - Jul 2019,"1,550,716",44%,"1,280,949",36%,"595,927",17%,"134,595",4%,0 ,0%,"730,522",21%,"3,562,187",13%,Aug - Dec 2019,"1,365,934",38%,"1,280,052",36%,"744,780",21%,"171,421",5%,0 ,0%,"916,201",26%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152119/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Madagascar\Communication templates\2019
Southern Africa,Madagascar,IPC,"24,301,024",Oct 2018,"4,601,075",19%,Aug - Oct 2018,"2,348,308",51%,"1,194,056",26%,"761,164",17%,"297,547",6%,0 ,0%,"1,058,711",23%,"4,601,075",19%,Nov 2018 - Mar 2019,"1,957,165",43%,"1,336,937",29%,"940,615",20%,"366,360",8%,0 ,0%,"1,306,975",28%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151861/?iso3=MDG,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Madagascar\Communication templates\2018
Southern Africa,Madagascar,IPC,"24,301,024",Jun 2018,"3,386,871",14%,Mar - Jun 2018,"1,183,414",35%,"1,144,867",34%,"709,039",21%,"349,550",10%,0 ,0%,"1,058,589",31%,"3,386,871",14%,Jul - Sep 2018,"1,020,524",30%,"1,105,025",33%,"860,885",25%,"400,439",12%,0 ,0%,"1,261,324",37%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1142896/?iso3=MDG,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Madagascar\Communication templates\2018
Southern Africa,Madagascar,IPC,"24,301,024",Oct 2017,"2,999,494",12%,Aug - Oct 2017,"835,825",28%,"874,498",29%,"1,027,783",34%,"261,388",9%,0 ,0%,"1,289,171",43%,"2,999,494",12%,Nov 2017 - Mar 2018,"576,680",19%,"667,717",22%,"1,130,323",38%,"392,145",13%,0 ,0%,"1,522,468",51%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1068308/?iso3=MDG,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Madagascar\Communication templates\2017
Southern Africa,Madagascar,IPC,"24,301,024",Jun 2017,"2,999,494",12%,Mar - May 2017,"886,226",30%,"1,045,720",35%,"804,679",27%,"262,869",9%,0 ,0%,"1,067,548",36%,"2,999,494",12%,Jun - Sep 2017,"2,143,698",71%,Merged with Ph 1,,"855,796",29%,Merged with Ph 3,,0 ,0%,"855,796",29%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1047323/?iso3=MDG,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Madagascar\Communication templates\2017
Southern Africa,Madagascar,IPC,"23,662,120",Sep 2016,"1,631,545",7%,Oct - Dec 2016,"254,388",16%,"528,498",32%,"515,316",32%,"333,343",20%,0 ,0%,"848,659",52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459657/?iso3=MDG,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Madagascar\Communication templates\2016\Acute Com_Temp
Southern Africa,Malawi,IPC,"18,629,000",Jun 2019,"14,734,053",79%,Jul - Sep 2019,"11,145,387",76%,"2,915,499",20%,"673,167",5%,0,0%,0 ,0%,"673,167",5%,"14,734,053",79%,Oct 2019 - Mar 2020,"10,086,397",68%,"3,584,981",24%,"1,062,674",7%,0,0%,0 ,0%,"1,062,674",7%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152118/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Malawi\Communication templates\2019
Southern Africa,Malawi,IPC,"18,143,000",Aug 2018,"15,329,133",84%,Jul - Sep 2018,"8,610,485",56%,"4,470,533",29%,"1,799,224",12%,"404,154",3%,0 ,0%,"2,203,378",14%,"15,329,133",84%,Oct 2018 - Mar 2019,"6,914,285",45%,"5,030,032",33%,"2,857,245",19%,"449,160",3%,0 ,0%,"3,306,405",22%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Malawi\Communication templates\2018
Southern Africa,Malawi,IPC,"18,771,580",Jul 2017,"14,110,120",75%,Jul - Sep 2017,"11,635,000",82%,"2,009,000",14%,"421,000",3%,0,0%,0 ,0%,"421,000",3%,"14,110,120",75%,Oct 2017 - Mar 2018,"9,936,000",70%,"3,112,000",22%,"1,043,000",7%,0,0%,0 ,0%,"1,043,000",7%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1118850/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Malawi\Communication templates\2017
West Africa,Mali,Cadre Harmonisé,"19,689,000",Mar 2019,"19,419,003",99%,Mar - May 2019,"16,627,290",86%,"2,455,276",13%,"330,135",2%,"6,301",0%,0 ,0%,"336,436",2%,"19,419,003",99%,Jun - Aug 2019,"15,618,806",80%,"3,246,428",17%,"529,485",3%,"24,285",0%,0 ,0%,"553,770",3%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2031
West Africa,Mali,Cadre Harmonisé,"19,419,003",Nov 2018,"19,419,003",100%,Oct - Dec 2018,"16,918,204",87%,"2,315,796",12%,"176,862",1%,"8,141",0%,0 ,0%,"185,003",1%,"19,419,003",100%,Jun - Aug 2019,"15,973,130",82%,"3,030,035",16%,"398,828",2%,"17,010",0%,0 ,0%,"415,838",2%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2029
West Africa,Mali,Cadre Harmonisé,"19,419,003",Mar 2018,"18,876,001",97%,Mar - May 2018,"15,801,054",84%,"2,687,613",14%,"375,694",2%,"11,640",0%,0 ,0%,"387,334",2%,"18,876,001",97%,Jun - Aug 2018,"14,527,231",77%,"3,416,119",18%,"884,708",5%,"47,943",0%,0 ,0%,"932,651",5%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2028
West Africa,Mali,Cadre Harmonisé,"18,876,001",Oct 2017,"18,876,001",100%,Oct - Dec 2017,"16,107,388",85%,"2,477,873",13%,"290,740",2%,0,0%,0 ,0%,"290,740",2%,"18,876,001",100%,Jun - Aug 2018,"14,783,107",78%,"3,298,151",17%,"775,171",4%,"19,572",0%,0 ,0%,"794,743",4%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2025
West Africa,Mali,Cadre Harmonisé,"18,876,001",Mar 2017,"18,876,001",100%,Mar - May 2017,"16,038,638",85%,"2,581,813",14%,"254,135",1%,"1,416",0%,0 ,0%,"255,551",1%,"18,876,001",100%,Jun - Aug 2017,"15,042,057",80%,"3,233,166",17%,"579,021",3%,"21,757",0%,0 ,0%,"600,778",3%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2018
West Africa,Mali,Cadre Harmonisé,"18,717,617",Nov 2016,"18,343,002",98%,Oct - Dec 2016,"15,853,007",86%,"2,311,601",13%,"176,517",1%,0,0%,0 ,0%,"176,517",1%,"18,343,002",98%,Jun - Aug 2017,"14,792,493",81%,"3,034,468",17%,"485,616",3%,"9,046",0%,0 ,0%,"494,662",3%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\Mali\Communication templates\2016
West Africa,Mauritania,Cadre Harmonisé,"4,661,000",Mar 2019,"4,077,344",87%,Mar - May 2019,"2,692,844",66%,"1,008,610",25%,"364,948",9%,"10,943",0%,0 ,0%,"375,891",9%,"4,077,344",87%,Jun - Aug 2019,"2,318,998",57%,"1,151,699",28%,"565,817",14%,"40,830",1%,0 ,0%,"606,647",15%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2032
West Africa,Mauritania,Cadre Harmonisé,"4,540,068",Nov 2018,"4,077,344",90%,Oct - Dec 2018,"2,909,380",71%,"941,032",23%,"223,847",5%,"3,085",0%,0 ,0%,"226,932",6%,"4,077,344",90%,Jun - Aug 2019,"2,398,339",59%,"1,103,403",27%,"545,489",13%,"30,113",1%,0 ,0%,"575,602",14%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2031
West Africa,Mauritania,Cadre Harmonisé,"4,540,068",Mar 2018,"3,984,231",88%,Mar - May 2018,"2,796,818",70%,"836,813",21%,"350,600",9%,0,0%,0 ,0%,"350,600",9%,"3,984,231",88%,Jun - Aug 2018,"2,472,078",62%,"973,707",24%,"515,113",13%,"23,333",1%,0 ,0%,"538,446",14%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2026
West Africa,Mauritania,Cadre Harmonisé,"4,182,000",Oct 2017,"3,893,774",93%,Oct - Dec 2017,"2,664,339",68%,"850,812",22%,"378,623",10%,0,0%,0 ,0%,"378,623",10%,"3,893,774",93%,Jun - Aug 2018,"2,332,494",60%,"959,048",25%,"568,458",15%,"33,774",1%,0 ,0%,"602,232",15%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2026
West Africa,Mauritania,Cadre Harmonisé,"4,182,000",Mar 2017,"3,893,774",93%,Mar - May 2017,"3,138,630",81%,"628,701",16%,"126,443",3%,0,0%,0 ,0%,"126,443",3%,"3,893,774",93%,Jun - Aug 2017,"2,714,107",70%,"906,366",23%,"251,753",6%,"29,404",1%,0 ,0%,"281,157",7%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2018
West Africa,Mauritania,Cadre Harmonisé,"4,166,463",Nov 2016,"3,735,019",90%,Oct - Dec 2016,"3,124,618",84%,"491,550",13%,"118,851",3%,0,0%,0 ,0%,"118,851",3%,"3,735,019",90%,Jun - Aug 2017,"2,432,051",65%,"859,471",23%,"410,417",11%,"33,080",1%,0 ,0%,"443,497",12%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2024
West Africa,Mauritania,Cadre Harmonisé,"4,182,341",Nov 2015,"3,749,769",90%,Oct - Dec 2015,"2,972,645",79%,"625,939",17%,"149,048",4%,0,0%,0 ,0%,"149,048",4%,"3,749,769",90%,Jun - Aug 2016,"2,365,386",63%,"859,456",23%,"505,661",13%,"19,265",1%,0 ,0%,"524,926",14%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates
West Africa,Mauritania,Cadre Harmonisé,"4,182,341",Mar 2015,"3,633,282",87%,Mar - May 2015,"2,646,898",73%,"722,507",20%,"259,335",7%,"4,542",0%,0 ,0%,"263,877",7%,"3,633,282",87%,Jun - Aug 2015,"2,316,777",64%,"851,421",23%,"443,656",12%,"21,428",1%,0 ,0%,"465,084",13%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates
West Africa,Mauritania,Cadre Harmonisé,"4,182,341",Nov 2014,"3,639,504",87%,Oct - Dec 2014,"2,648,374",73%,"743,272",20%,"247,859",7%,0,0%,0 ,0%,"247,859",7%,"3,639,504",87%,Jan - Mar 2015,"2,382,036",65%,"833,095",23%,"391,228",11%,"33,145",1%,0 ,0%,"424,373",12%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates
West Africa,Mauritania,Cadre Harmonisé,"4,182,341",Feb 2014,"3,458,990",83%,Feb 2014 ,"2,970,519",86%,"457,718",13%,"30,753",1%,0,0%,0 ,0%,"30,753",1%,"3,458,990",83%,Jun - Sep 2014,"2,527,609",73%,"564,375",16%,"287,969",8%,"79,037",2%,0 ,0%,"367,006",11%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates
Southern Africa,Mozambique,IPC,"27,909,798",Jun 2019,"4,983,961",18%,Apr - Sep 2019,"1,878,082",38%,"1,747,834",35%,"1,169,377",23%,"188,669",4%,0 ,0%,"1,358,046",27%,"4,983,961",18%,Oct 2019 - Feb 2020,"1,652,468",33%,"1,600,589",32%,"1,424,615",29%,"264,793",5%,0 ,0%,"1,689,408",34%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152095/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Mozambique\Communication templates\2019
